0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103
1,0.72464412,0.896803257,0.598155097,0.892928104,0.806799073,0.8803185,0.743899402,0.76047805,0.82079091,-0.174462674,0.845154099,0.847961552,0.830427144,0.802474817,0.865829225,0.427053689,0.754470015,0.475352815,0.978587999,0.935116714,0.910459535,0.873693788,0.790914847,0.790455138,0.698333171,0.90998636,0.754878325,0.683174047,0.742864535,0.641887489,0.936202044,0.542016205,-0.186519329,0.026081762,0.593418339,0.900077166,0.767266814,0.761321089,0.647797538,0.440299975,0.663573517,0.573708444,0.47645008,0.738336265,0.071366096,0.335933828,-0.495465482,0.034028051,0.587724662,0.242270782,0.291071384,0.290309619,0.561127366,0.734432385,0.451448041,0.607533693,0.654507374,0.700584793,0.642393216,0.328898348,0.582042978,0.663841474,0.784620397,-0.044914294,-0.719095061,-0.479419554,0.575439324,-0.307209497,0.415717429,0.176233892,0.291237901,0.683151881,0.625687473,0.795020772,-0.507235713,0.874114196,0.992787561,0.493259934,0.218334551,0.127244678,0.699039618,0.373859786,0.676389955,0.396333578,0.203067847,0.505354303,0.358122619,0.879787312,0.939272018,0.855926404,0.908639893,0.85289482,0.828810831,0.729108335,0.787040074,0.72859707,0.753022235,0.544998528,0.518857434,-0.889649162,-0.757832151,-0.265199869,-0.293859075
0.72464412,1,0.844261361,0.662959338,0.894302387,0.862624076,0.876498308,0.81439342,0.901762337,0.560045073,0.00265674,0.879617077,0.908406162,0.947836462,0.924290991,0.91233907,0.46813624,0.790228609,0.696082507,0.823072538,0.728702823,0.77806105,0.355264061,0.545028466,0.342588936,0.57200842,0.63284648,0.500341676,0.944431501,0.901117709,0.770490375,0.826711366,0.932983535,-0.546493387,-0.226561346,0.020607942,0.951368696,0.792007419,0.362191723,0.644801656,0.391775382,0.061261592,-0.030904646,0.260863997,0.233632376,-0.425536769,-0.21800875,-0.7660791,0.069610449,-0.041751767,0.194799584,-0.107271352,0.246115638,-0.003961315,0.170199856,-0.146809157,0.330168323,0.008811567,0.574871718,0.025456944,0.438127357,-0.077063495,0.847033849,0.320703504,-0.553220124,-0.381955955,-0.368033694,0.908869455,-0.411723697,-0.255236806,0.085733116,0.263881753,0.132105835,-0.040637169,0.22826669,0.184389768,0.882768898,0.694597287,-0.21870189,0.148423373,0.166807306,0.562783406,0.084365427,0.065485509,-0.306637172,-0.075354413,-0.191017913,0.200103444,0.834708573,0.500720192,0.711428757,0.833318478,0.806692801,0.845141717,0.828532064,0.898761168,0.724817605,0.955844476,0.786324142,-0.173452853,-0.815599112,-0.814435904,0.251411544,0.224318607
0.896803257,0.844261361,1,0.6728259,0.992862471,0.969247051,0.997256259,0.833893905,0.887088568,0.53058601,-0.396408041,0.971430605,0.949478267,0.941586933,0.935137214,0.969165752,0.27313565,0.65361916,0.447275247,0.903498403,0.742216539,0.748887302,0.577262662,0.504282932,0.440148092,0.453366692,0.675695361,0.43855465,0.75003471,0.82943318,0.541209349,0.953281799,0.648989497,-0.586559965,-0.329325871,0.179732219,0.940047505,0.603455213,0.46556135,0.559808405,0.229227434,0.276836634,0.165069434,0.14329246,0.377709111,-0.373856977,-0.096010583,-0.826927666,-0.150444182,0.185668094,0.004936714,-0.083532448,0.009938631,0.143704622,0.378059967,0.066318553,0.298011481,0.281561596,0.63026773,0.260852717,0.135813486,0.217200908,0.715070773,0.772163659,-0.370058803,-0.796073828,-0.711420319,0.840374566,-0.628409929,0.02533476,-0.080204534,0.474214339,0.298561009,0.334188172,0.462433609,-0.319369859,0.842563004,0.843324563,0.142140048,-0.007187541,-0.024299561,0.521816498,-0.003748657,0.376228662,0.046474095,0.081375382,0.128053307,0.234789813,0.940026589,0.838938648,0.854607649,0.977960937,0.959421497,0.960587433,0.868448803,0.922937158,0.795900473,0.882001027,0.54919831,0.183617186,-0.976968866,-0.872468612,-0.160880261,-0.18994149
0.598155097,0.662959338,0.6728259,1,0.725281498,0.802457695,0.661918084,0.965270785,0.905905126,0.336941305,-0.467336435,0.820006898,0.847927099,0.812560132,0.849026179,0.806956146,0.776884697,0.825759811,0.854111501,0.709248687,0.512402147,0.674439423,0.340331158,0.550107185,0.270309081,0.663066483,0.600083021,0.425905606,0.823483343,0.920404672,0.771827269,0.816436856,0.743563164,-0.216160324,0.214076315,0.109102935,0.670603898,0.430679815,0.61490045,0.915345562,0.717537323,0.094113885,0.144640765,0.491722776,0.381268568,-0.208120521,-0.281266462,-0.525943204,0.549333567,0.086031491,0.593171789,0.339743303,0.492848389,0.154201129,0.347952421,-0.283762846,0.599097026,0.155120966,0.947011532,0.014675163,0.603878375,-0.090521625,0.935775144,0.354735896,-0.720985759,-0.250018417,-0.140023576,0.504073525,-0.07368802,-0.227429296,0.53430827,0.823161887,0.07097691,-0.088153199,0.187728642,-0.195734394,0.841480187,0.541643232,0.099720767,0.614664036,0.662514264,0.831450024,0.353034332,-0.085426201,-0.25424538,0.673974179,0.068307155,0.817576366,0.876090571,0.561171497,0.917601212,0.801273004,0.846250787,0.845279887,0.940872594,0.880585473,0.981206428,0.846963142,0.868563143,-0.162298398,-0.503263166,-0.278202805,-0.448513328,-0.465839033
0.892928104,0.894302387,0.992862471,0.725281498,1,0.978574379,0.994910031,0.877294345,0.929093184,0.560170069,-0.341359637,0.986203919,0.97689011,0.974443202,0.966930066,0.990174727,0.365145635,0.727006644,0.544518128,0.922604612,0.767676016,0.792377977,0.562046779,0.552261595,0.447413679,0.522905953,0.706061685,0.483941847,0.823557064,0.885757154,0.62969342,0.966958313,0.733082177,-0.563109421,-0.271286652,0.173583259,0.966378692,0.660537806,0.49446362,0.632639067,0.314747986,0.256002826,0.155253959,0.211636105,0.387129827,-0.369334062,-0.116942267,-0.81984149,-0.058886883,0.16514674,0.092838539,-0.043733669,0.100254278,0.144012482,0.373602993,0.023012091,0.354393891,0.254515039,0.678246394,0.230791737,0.238973975,0.169334603,0.787588579,0.700279244,-0.432257918,-0.718385759,-0.633270119,0.856948567,-0.565735704,-0.02433384,0.002114417,0.478574366,0.283976134,0.266150711,0.43821231,-0.245690562,0.892341449,0.842745149,0.098084353,0.076093523,0.06595938,0.585557077,0.054777648,0.318954871,-0.020250482,0.107428582,0.090497813,0.289146382,0.960320267,0.80450201,0.87623646,0.98440549,0.966635176,0.973131499,0.903393139,0.954912409,0.833401262,0.930020194,0.641453791,0.118923082,-0.957479297,-0.85578559,-0.122466966,-0.15171793
0.806799073,0.862624076,0.969247051,0.802457695,0.978574379,1,0.969568201,0.920565569,0.95767617,0.406739747,-0.482441142,0.995720496,0.980412309,0.969426487,0.980261029,0.984593059,0.374344827,0.692241939,0.568124199,0.853007979,0.643481762,0.702669142,0.433404269,0.444864443,0.297512584,0.451306443,0.602425608,0.353184499,0.818479775,0.907052759,0.595055402,0.946342104,0.735195784,-0.626694691,-0.300107033,0.034410898,0.908796391,0.53110733,0.425192211,0.646784098,0.306476917,0.111024449,0.033058645,0.141905882,0.274750424,-0.478928543,-0.284446664,-0.870990833,-0.018177338,0.034202043,0.094954336,-0.088897734,0.06033781,0.018131045,0.26543266,-0.149722287,0.293147741,0.133290568,0.709975664,0.07863786,0.214843077,0.020560616,0.814915119,0.665810148,-0.579927685,-0.684781363,-0.640629925,0.859137437,-0.590952375,-0.169758079,0.007670864,0.63060455,0.123662658,0.130431743,0.293645491,-0.222383786,0.858859598,0.737487148,0.016005042,0.093956517,0.117432899,0.56669735,-0.021829809,0.162626341,-0.150634939,0.199293087,-0.009814928,0.358006137,0.966007513,0.748396913,0.891780506,0.976586658,0.985556606,0.995108765,0.95492919,0.979918905,0.887214371,0.940699566,0.659305515,-0.017102299,-0.901476033,-0.77342578,-0.197194981,-0.224054403
0.8803185,0.876498308,0.997256259,0.661918084,0.994910031,0.969568201,1,0.830047622,0.893835304,0.526415844,-0.35381995,0.971170409,0.952476931,0.952195455,0.943002577,0.972605279,0.270045786,0.658415131,0.46114179,0.896056197,0.738785085,0.746420421,0.542380517,0.492387617,0.415858047,0.447180762,0.660424892,0.430166354,0.774602036,0.838614275,0.555647692,0.942412829,0.686316686,-0.615971522,-0.355485625,0.1407156,0.953131195,0.625177627,0.430821795,0.551608193,0.219706428,0.236305037,0.11966793,0.127312515,0.340236726,-0.409493497,-0.126467392,-0.847192098,-0.159155092,0.139678972,-0.006138856,-0.122349374,0.006663491,0.102816548,0.333997992,0.032949587,0.274061606,0.23224823,0.606537936,0.220564118,0.145915435,0.172726865,0.7251493,0.729548947,-0.396036114,-0.767837388,-0.701265101,0.875057937,-0.638427599,-0.020665302,-0.096254194,0.442700061,0.266132083,0.28759706,0.42573428,-0.25001523,0.845235204,0.827614181,0.079582354,-0.023321724,-0.034623618,0.505243551,-0.025948644,0.338851372,-0.004823791,0.031852537,0.070160803,0.200958009,0.931249462,0.800686377,0.832952821,0.969016515,0.948897153,0.956197151,0.866817094,0.927570463,0.782240561,0.898521929,0.566559637,0.134196691,-0.978449178,-0.893349802,-0.09154893,-0.120809624
0.743899402,0.81439342,0.833893905,0.965270785,0.877294345,0.920565569,0.830047622,1,0.982244919,0.453462802,-0.418025767,0.937015768,0.956839007,0.93557549,0.955993743,0.932709577,0.690733161,0.860241226,0.817155476,0.838823815,0.650166928,0.773869181,0.435689115,0.596954128,0.353768117,0.668857567,0.683872501,0.487349682,0.900031166,0.980235729,0.793070447,0.924928673,0.817241789,-0.361546859,0.051320092,0.131994392,0.836331111,0.569047066,0.606762891,0.880234263,0.628196768,0.149069375,0.146028475,0.430725731,0.402260855,-0.287678011,-0.245020861,-0.672250183,0.371924162,0.107186282,0.45899473,0.215698185,0.397474199,0.152240554,0.368889283,-0.199954082,0.552602004,0.185338365,0.907913359,0.083258115,0.532408604,-0.017629964,0.95764629,0.478519174,-0.67445925,-0.416513363,-0.312907649,0.682988682,-0.251100934,-0.185508906,0.381485297,0.730697963,0.148244405,0.01460823,0.282284996,-0.18920036,0.927075882,0.687946759,0.078928033,0.46421835,0.495394762,0.801478406,0.272555296,0.042470986,-0.20853782,0.490351869,0.058145188,0.669589171,0.964566932,0.670293431,0.957378245,0.919520394,0.942388736,0.947182006,0.991485603,0.971738196,0.989623932,0.947222241,0.863696213,-0.091782235,-0.703846112,-0.518721453,-0.320828782,-0.343925874
0.76047805,0.901762337,0.887088568,0.905905126,0.929093184,0.95767617,0.893835304,0.982244919,1,0.463397969,-0.352355132,0.969160278,0.985475162,0.980813917,0.99155025,0.971194341,0.604805684,0.840081384,0.779407985,0.855727569,0.672267993,0.77607148,0.403107325,0.559234753,0.324885749,0.617794504,0.662030808,0.462133894,0.934529419,0.988978405,0.779130892,0.932618556,0.87045144,-0.485143875,-0.089481063,0.060853553,0.902784864,0.623545722,0.516811331,0.812525277,0.531348723,0.093830773,0.057498355,0.33797299,0.326002093,-0.392229535,-0.287606899,-0.76864256,0.244827797,0.029853628,0.342685138,0.072617807,0.30705795,0.065787543,0.287352078,-0.21981245,0.455980067,0.10850928,0.82242068,0.037988693,0.470246757,-0.059797965,0.946412192,0.475104717,-0.681269973,-0.459478446,-0.395629411,0.804310382,-0.367457882,-0.240270099,0.252097331,0.639875039,0.112716649,-0.009881189,0.250164748,-0.08935019,0.933352076,0.703715565,-0.030879744,0.33542457,0.36978288,0.722720984,0.165901262,0.038188654,-0.262543833,0.318285562,-0.043026966,0.524453647,0.966855239,0.649093867,0.917042758,0.938832463,0.951540299,0.967643132,0.98854018,0.995790352,0.947021587,0.988577817,0.846449216,-0.13484016,-0.78457014,-0.649040706,-0.163599755,-0.188888612
0.82079091,0.560045073,0.53058601,0.336941305,0.560170069,0.406739747,0.526415844,0.453462802,0.463397969,1,0.371038749,0.483471128,0.538718051,0.548649136,0.486873607,0.54846,0.560345957,0.764070215,0.508849174,0.81906668,0.960715475,0.91470032,0.891654967,0.948807455,0.956557597,0.860121839,0.946966224,0.974080629,0.57656294,0.520412995,0.728070008,0.648735437,0.477811764,0.265878516,0.401268942,0.818851566,0.701871518,0.920878944,0.829212643,0.60961917,0.613801901,0.822640731,0.767683855,0.763765105,0.874444672,0.483845637,0.676513022,-0.027294151,0.27718352,0.761560298,0.492235759,0.563151542,0.62003733,0.794487023,0.83006885,0.678698292,0.791602367,0.756403309,0.546248044,0.795975555,0.600022722,0.700832738,0.518967247,0.389677826,0.245485003,-0.282337541,0.02410389,0.249887158,0.175866725,0.600329522,0.442553646,-0.152244086,0.87311187,0.618377104,0.866546763,-0.291358523,0.742781557,0.880855613,0.539080742,0.434267613,0.297275237,0.724066169,0.711818317,0.713794708,0.500738034,0.112216548,0.606112459,0.314995377,0.562037801,0.660522021,0.56922701,0.564088111,0.466691464,0.444797658,0.382912431,0.457009266,0.425850935,0.500170942,0.532097701,0.583890065,-0.557727522,-0.507505088,-0.016989751,-0.039193817
